0	0	365
0	0	293
0	0	275
0	0	328
0	0	358
0	0	413
0	0	495
1	0	290
1	0	274
1	0	574
1	0	533
1	0	281
1	0	563
1	0	385
1	0	525
1	0	414
1	0	423
1	0	354
1	0	558
1	0	372
2	0	365
2	0	419
2	0	568
2	0	515
2	0	299
2	0	510
2	0	264
2	0	389
2	0	364
2	0	272
2	0	439
2	0	456
2	0	333
2	0	422
3	0	344
3	0	419
3	0	398
3	0	266
3	0	335
3	0	334
3	0	349
3	0	577
3	0	268
3	0	399
3	0	520
3	0	338
3	0	503
3	0	328
3	0	440
3	0	270
3	0	359
3	0	450
3	0	351
3	0	315
3	0	497
4	0	419
4	0	519
4	0	293
4	0	397
4	0	571
4	0	275
4	0	485
4	0	375
4	0	511
4	0	534
5	0	290
5	0	468
5	0	348
5	0	326
5	0	289
5	0	323
5	0	585
5	0	514
5	0	437
5	0	412
6	0	379
6	0	515
6	0	326
6	0	516
6	0	331
6	0	470
6	0	493
6	0	264
6	0	489
6	0	442
6	0	328
6	0	422
6	0	327
7	0	419
7	0	538
7	0	522
7	0	541
7	0	580
7	0	318
7	0	483
7	0	539
7	0	331
7	0	472
7	0	583
7	0	368
7	0	340
7	0	304
7	0	384
7	0	567
7	0	549
7	0	542
7	0	271
7	0	489
7	0	486
7	0	320
7	0	378
7	0	413
7	0	329
7	0	573
7	0	428
7	0	270
8	0	478
8	0	342
8	0	401
8	0	377
8	0	500
8	0	383
8	0	448
9	0	509
9	0	482
9	0	400
9	0	379
9	0	273
9	0	434
9	0	459
10	0	394
10	0	290
10	0	563
10	0	372
10	0	305
10	0	579
11	0	290
11	0	274
11	0	574
11	0	465
11	0	381
11	0	335
11	0	337
11	0	447
11	0	348
11	0	463
11	0	468
11	0	369
11	0	281
11	0	543
11	0	377
11	0	293
11	0	522
11	0	571
11	0	326
11	0	513
11	0	332
11	0	370
11	0	372
11	0	458
11	0	585
11	0	392
11	0	299
11	0	548
11	0	371
11	0	516
11	0	323
11	0	349
11	0	539
11	0	474
11	0	434
11	0	375
11	0	514
11	0	472
11	0	340
11	0	567
11	0	264
11	0	549
11	0	268
11	0	282
11	0	501
11	0	531
11	0	561
11	0	360
11	0	554
11	0	346
11	0	558
11	0	442
12	0	419
12	0	335
12	0	337
12	0	499
12	0	332
12	0	357
12	0	433
12	0	326
12	0	584
12	0	426
12	0	470
13	0	507
13	0	377
13	0	427
13	0	348
13	0	543
13	0	354
13	0	287
14	0	509
14	0	544
14	0	523
14	0	519
14	0	334
15	0	365
15	0	281
15	0	293
15	0	570
16	0	538
16	0	509
16	0	478
16	0	468
16	0	507
16	0	290
16	0	352
16	0	447
16	0	266
16	0	335
16	0	446
16	0	369
16	0	348
16	0	463
16	0	427
16	0	293
16	0	522
16	0	326
16	0	571
16	0	540
16	0	553
16	0	585
16	0	421
16	0	318
16	0	539
16	0	527
16	0	474
16	0	459
16	0	368
16	0	435
16	0	466
16	0	514
16	0	567
16	0	504
16	0	280
16	0	346
16	0	286
16	0	531
16	0	558
16	0	360
16	0	484
16	0	520
16	0	301
16	0	486
16	0	429
16	0	460
16	0	555
16	0	454
16	0	353
16	0	578
16	0	566
16	0	443
16	0	267
16	0	413
16	0	324
16	0	573
16	0	336
16	0	327
16	0	495
16	0	452
16	0	557
16	0	534
17	0	394
17	0	273
17	0	544
17	0	548
17	0	310
17	0	362
17	0	333
18	0	486
18	0	440
18	0	272
18	0	494
18	0	306
18	0	560
18	0	315
19	0	423
19	0	334
19	0	376
19	0	542
19	0	442
19	0	443
20	0	331
20	0	536
20	0	531
20	0	306
21	0	544
21	0	519
21	0	417
21	0	540
21	0	515
21	0	372
21	0	379
21	0	303
21	0	441
21	0	317
21	0	286
21	0	363
21	0	358
21	0	333
22	0	468
22	0	335
22	0	398
22	0	401
22	0	313
23	0	421
23	0	298
23	0	431
23	0	366
23	0	504
23	0	581
23	0	450
23	0	351
24	0	411
24	0	326
24	0	583
24	0	549
24	0	412
24	0	566
24	0	452
25	0	465
25	0	274
25	0	447
25	0	337
25	0	519
25	0	397
25	0	540
25	0	334
26	0	568
26	0	377
26	0	275
