94219	1	119560
94220	1	119560
94221	1	94220
94222	1	94220
94223	1	94222
94224	1	94222
94225	1	94223
94226	1	94223
94227	1	94226
94228	1	94226
94229	1	94227
94230	1	94227
94231	1	94230
94232	1	94230
94233	1	94231
94234	1	94231
94233	1	94233
94235	1	94233
94236	1	94235
94237	1	94235
94238	1	94236
94239	1	94236
94240	1	94238
94241	1	94238
94242	1	94241
94243	1	94241
94244	1	94242
94245	1	94242
94246	1	94245
94247	1	94245
94248	1	94247
94249	1	94247
94250	1	94248
94222	1	94248
94251	1	94222
94252	1	94222
94253	1	94252
94254	1	94252
94255	1	94254
94256	1	94254
94257	1	94255
94258	1	94255
94258	1	94258
94259	1	94258
94260	1	94259
94261	1	94259
94262	1	94261
94263	1	94261
94264	1	94263
94265	1	94263
94266	1	94264
94267	1	94264
94268	1	94266
94269	1	94266
94270	1	94269
94271	1	94269
94272	1	94271
94273	1	94271
94274	1	94273
94275	1	94273
94276	1	94275
94277	1	94275
94278	1	94276
94279	1	94276
94279	1	94279
94280	1	94279
94281	1	94280
94282	1	94280
94283	1	94282
94282	1	94282
94284	1	94282
94285	1	94282
94286	1	94285
94287	1	94285
94288	1	94286
94289	1	94286
94290	1	94289
94291	1	94289
94292	1	94291
94293	1	94291
94294	1	94293
94295	1	94293
94296	1	94295
94297	1	94295
94298	1	94297
94299	1	94297
94300	1	94299
94301	1	94299
94302	1	94300
94300	1	94300
94303	1	94300
94304	1	94300
94305	1	94303
94306	1	94303
94303	1	94305
94307	1	94305
94308	1	94303
94309	1	94303
94310	1	94309
94311	1	94309
94312	1	94311
94313	1	94311
94314	1	94312
94315	1	94312
94316	1	94314
94317	1	94314
94316	1	94316
94314	1	94316
94318	1	94314
94319	1	94314
94320	1	94319
94321	1	94319
94322	1	94320
94220	1	94320
94323	1	94220
94324	1	94220
94323	1	94323
94325	1	94323
94325	1	94325
94326	1	94325
94325	1	94325
94327	1	94325
94328	1	94327
94329	1	94327
94330	1	94329
94331	1	94329
94332	1	94331
94333	1	94331
94334	1	94333
94335	1	94333
94252	1	94334
94336	1	94334
94337	1	94252
94338	1	94252
94339	1	94338
94340	1	94338
94338	1	94339
94341	1	94339
94339	1	94338
94342	1	94338
94343	1	94339
94344	1	94339
94345	1	94343
94346	1	94343
94347	1	94345
94348	1	94345
94349	1	94347
94319	1	94347
94350	1	94319
94351	1	94319
94352	1	94350
94353	1	94350
94354	1	94352
94355	1	94352
94356	1	94355
94357	1	94355
94358	1	94357
94359	1	94357
94359	1	94359
94360	1	94359
94361	1	94360
94362	1	94360
94363	1	94362
94364	1	94362
94365	1	94363
94347	1	94363
94366	1	94347
94367	1	94347
94368	1	94366
94369	1	94366
94370	1	94369
94371	1	94369
94372	1	94370
94373	1	94370
94374	1	94373
94375	1	94373
94376	1	94374
94377	1	94374
94378	1	94376
94319	1	94376
94379	1	94319
94380	1	94319
94381	1	94380
94382	1	94380
94383	1	94381
94384	1	94381
94383	1	94383
94385	1	94383
94386	1	94385
94387	1	94385
94388	1	94386
94389	1	94386
94390	1	94388
94319	1	94388
94391	1	94319
94392	1	94319
94393	1	94392
94394	1	94392
94395	1	94393
94396	1	94393
94395	1	94395
94397	1	94395
94398	1	94397
94329	1	94397
94399	1	94329
94400	1	94329
94401	1	94399
94402	1	94399
94403	1	94401
94404	1	94401
94405	1	94403
94406	1	94403
94407	1	94406
94408	1	94406
94409	1	94408
94410	1	94408
94411	1	94409
94412	1	94409
94413	1	94412
94414	1	94412
94415	1	94414
94416	1	94414
94417	1	94415
94418	1	94415
94417	1	94417
94419	1	94417
94419	1	94419
94420	1	94419
94421	1	94420
94422	1	94420
94423	1	94421
94424	1	94421
94425	1	94424
94426	1	94424
94427	1	94425
94428	1	94425
94429	1	94427
94430	1	94427
94431	1	94430
94432	1	94430
94433	1	94432
94362	1	94432
94434	1	94362
94435	1	94362
94436	1	94434
94437	1	94434
94438	1	94437
94228	1	94437
94439	1	94438
94440	1	94438
94439	1	94439
94441	1	94439
94442	1	94441
94443	1	94441
94444	1	94443
94445	1	94443
94446	1	94445
94447	1	94445
94448	1	94446
94449	1	94446
94450	1	94449
94451	1	94449
94452	1	94451
94453	1	94451
94451	1	94452
94454	1	94452
94455	1	94451
94456	1	94451
94457	1	94455
94458	1	94455
94459	1	94458
94460	1	94458
94461	1	94459
94462	1	94459
94463	1	94462
94464	1	94462
94465	1	94464
94466	1	94464
94464	1	94465
94467	1	94465
94467	1	94467
94468	1	94467
94469	1	94468
94470	1	94468
94357	1	94469
94471	1	94469
94469	1	94357
94472	1	94357
94473	1	94469
94474	1	94469
94475	1	94473
94476	1	94473
94477	1	94475
94245	1	94475
94437	1	94245
94478	1	94245
94479	1	94437
94271	1	94437
94381	1	94271
94480	1	94271
94481	1	94381
94482	1	94381
94481	1	94481
94271	1	94481
94483	1	94271
94484	1	94271
94441	1	94483
94485	1	94483
94486	1	94441
94487	1	94441
94488	1	94487
94489	1	94487
94487	1	94488
94490	1	94488
94491	1	94487
94492	1	94487
94493	1	94492
94494	1	94492
94495	1	94494
94496	1	94494
94445	1	94496
94497	1	94496
94498	1	94445
94499	1	94445
94500	1	94499
94501	1	94499
94502	1	94501
94503	1	94501
94504	1	94502
94505	1	94502
94506	1	94504
94507	1	94504
94446	1	94507
94508	1	94507
94247	1	94446
94509	1	94446
94510	1	94247
94511	1	94247
94512	1	94510
94513	1	94510
94514	1	94513
94515	1	94513
94516	1	94514
94517	1	94514
94518	1	94517
94519	1	94517
94520	1	94518
94521	1	94518
94522	1	94521
94523	1	94521
94524	1	94523
94525	1	94523
94523	1	94524
94526	1	94524
94527	1	94523
94528	1	94523
94523	1	94527
94529	1	94527
94530	1	94523
94531	1	94523
94531	1	94531
94532	1	94531
94533	1	94532
94534	1	94532
94535	1	94533
94352	1	94533
94235	1	94352
94536	1	94352
94421	1	94235
94537	1	94235
94538	1	94421
94539	1	94421
94540	1	94538
94541	1	94538
94542	1	94540
94543	1	94540
